	PrName	ZIJN	STAD	DOEN	MEDE	HEER	MAN	GROOT	KOMEN	DOOD	ZIEN	DAT	WEL	GAAN	STOND	STAAN	LAND	DAG	EER	ZAAN	DAAR	NIET	GOED	LEVEN	MOGEN	JAAR	ZEER	ZULLEN	TIJD	AL	AAN	WAAN	LIGGEN	VERSTAAN	HOREN	VINDEN	GEVEN	ONTVANGEN	DAN	GESCHIEDEN	DING	VAREN	WAAR	NEMEN	KIND	WILLEN	BLIJVEN	GEWELD	LIEDEN	PLEGEN
RijmB_11	0.0732838589981	0.0366419294991	0.0236549165121	0.0171614100186	0.0273654916512	0.00881261595547	0.0102040816327	0.00278293135436	0.0120593692022	0.00510204081633	0.00371057513915	0.010667903525	0.00371057513915	0.0134508348794	0.00927643784787	0.00602968460111	0.00788497217069	0.00278293135436	0.00185528756957	0.0111317254174	0.00742115027829	0.00602968460111	0.00371057513915	0.00417439703154	0.00185528756957	0.00463821892393	0.00417439703154	0.0069573283859	0.00278293135436	0.00510204081633	0.00742115027829	0.00278293135436	0.00185528756957	0.00556586270872	0.00510204081633	0.00463821892393	0.00278293135436	0.00742115027829	0.00602968460111	0.00463821892393	0.00185528756957	0.00278293135436	0.00185528756957	0.00371057513915	0.00371057513915	0.00278293135436	0.00139146567718	0.000927643784787	0.00510204081633	0.00324675324675
RijmB_12	0.0551948051948	0.0347866419295	0.0245825602968	0.0148423005566	0.025974025974	0.012987012987	0.0102040816327	0.00602968460111	0.010667903525	0.00788497217069	0.00788497217069	0.0134508348794	0.00371057513915	0.0102040816327	0.00371057513915	0.00231910946197	0.00185528756957	0.00463821892393	0.00602968460111	0.0120593692022	0.00881261595547	0.00649350649351	0.00602968460111	0.00417439703154	0.00371057513915	0.00231910946197	0.00602968460111	0.00556586270872	0.00324675324675	0.00278293135436	0.00371057513915	0.00185528756957	0.00185528756957	0.00231910946197	0.00139146567718	0.000927643784787	0.00742115027829	0.00371057513915	0.00463821892393	0.00649350649351	0.00417439703154	0.000927643784787	0.00278293135436	0.00371057513915	0.00371057513915	0.00417439703154	0.00324675324675	0.00139146567718	0.00324675324675	0.00185528756957
RijmB_13	0.0663265306122	0.0357142857143	0.0361781076067	0.0125231910946	0.0250463821892	0.0143784786642	0.00834879406308	0.00834879406308	0.00881261595547	0.0102040816327	0.010667903525	0.0125231910946	0.00185528756957	0.00602968460111	0.00602968460111	0.00649350649351	0.0069573283859	0.00927643784787	0.00185528756957	0.00834879406308	0.00927643784787	0.0069573283859	0.00185528756957	0.00185528756957	0.00371057513915	0.00231910946197	0.00417439703154	0.00463821892393	0.00324675324675	0.00417439703154	0.00371057513915	0.00139146567718	0.0069573283859	0.00278293135436	0.00510204081633	0.00185528756957	0.00463821892393	0.00185528756957	0.00510204081633	0.00324675324675	0.00371057513915	0.00371057513915	0.00278293135436	0.00231910946197	0.00185528756957	0.00463821892393	0.00139146567718	0.00231910946197	0.00231910946197	0.00185528756957
RijmB_14	0.0524118738404	0.0213358070501	0.0357142857143	0.0143784786642	0.0250463821892	0.0134508348794	0.00556586270872	0.012987012987	0.0111317254174	0.0157699443414	0.00510204081633	0.00602968460111	0.00371057513915	0.00278293135436	0.0069573283859	0.00927643784787	0.00742115027829	0.00649350649351	0.00417439703154	0.010667903525	0.00463821892393	0.00463821892393	0.00602968460111	0.00602968460111	0.00602968460111	0.000463821892393	0.00371057513915	0.00324675324675	0.00742115027829	0.00417439703154	0.00185528756957	0.00324675324675	0.00231910946197	0.00556586270872	0.00278293135436	0.00185528756957	0.00324675324675	0.00139146567718	0.00139146567718	0.00139146567718	0.000927643784787	0.000927643784787	0.00278293135436	0.00649350649351	0.00185528756957	0.00278293135436	0.00417439703154	0.00371057513915	0.00185528756957	0.0
RijmB_15	0.0510204081633	0.0204081632653	0.0398886827458	0.0157699443414	0.0292207792208	0.0120593692022	0.00788497217069	0.00927643784787	0.00834879406308	0.00788497217069	0.00556586270872	0.00834879406308	0.00463821892393	0.00278293135436	0.00371057513915	0.0115955473098	0.00231910946197	0.00881261595547	0.00463821892393	0.0125231910946	0.00602968460111	0.00278293135436	0.00649350649351	0.00324675324675	0.00742115027829	0.00139146567718	0.00602968460111	0.00371057513915	0.010667903525	0.00649350649351	0.00231910946197	0.00556586270872	0.00417439703154	0.00278293135436	0.00463821892393	0.00231910946197	0.00185528756957	0.00324675324675	0.00371057513915	0.00185528756957	0.00139146567718	0.00231910946197	0.0069573283859	0.00371057513915	0.00139146567718	0.00278293135436	0.00231910946197	0.00510204081633	0.00139146567718	0.00185528756957
RijmB_16	0.0394248608534	0.0213358070501	0.0278293135436	0.0115955473098	0.0255102040816	0.00927643784787	0.00881261595547	0.00974025974026	0.00974025974026	0.010667903525	0.00881261595547	0.00510204081633	0.00371057513915	0.0069573283859	0.0069573283859	0.010667903525	0.00324675324675	0.0134508348794	0.00324675324675	0.0125231910946	0.00556586270872	0.00463821892393	0.00463821892393	0.00185528756957	0.00463821892393	0.00510204081633	0.00510204081633	0.000463821892393	0.00649350649351	0.00463821892393	0.00324675324675	0.00510204081633	0.00742115027829	0.00185528756957	0.00649350649351	0.00371057513915	0.00231910946197	0.00556586270872	0.00231910946197	0.00371057513915	0.00278293135436	0.00139146567718	0.00742115027829	0.00602968460111	0.00139146567718	0.00231910946197	0.00185528756957	0.00417439703154	0.00324675324675	0.000463821892393
SFrancL_1	0.0139146567718	0.0241187384045	0.0236549165121	0.0162337662338	0.0208719851577	0.0199443413729	0.00881261595547	0.00556586270872	0.0069573283859	0.00185528756957	0.0115955473098	0.00742115027829	0.00371057513915	0.0102040816327	0.00742115027829	0.00510204081633	0.00231910946197	0.0069573283859	0.00788497217069	0.00417439703154	0.00556586270872	0.000927643784787	0.0069573283859	0.00974025974026	0.00463821892393	0.00139146567718	0.00602968460111	0.0069573283859	0.00324675324675	0.00185528756957	0.0069573283859	0.00371057513915	0.00881261595547	0.00602968460111	0.00510204081633	0.00556586270872	0.00788497217069	0.00371057513915	0.00417439703154	0.00371057513915	0.00463821892393	0.00278293135436	0.00510204081633	0.00371057513915	0.00185528756957	0.00463821892393	0.000463821892393	0.00139146567718	0.00324675324675	0.00231910946197
SFrancL_2	0.00649350649351	0.0310760667904	0.0185528756957	0.0190166975881	0.0269016697588	0.0157699443414	0.0148423005566	0.00649350649351	0.00556586270872	0.00371057513915	0.00881261595547	0.0102040816327	0.00371057513915	0.0134508348794	0.00927643784787	0.00556586270872	0.0	0.00324675324675	0.00556586270872	0.00371057513915	0.00602968460111	0.00324675324675	0.0120593692022	0.0069573283859	0.00649350649351	0.0	0.00556586270872	0.00278293135436	0.00231910946197	0.00231910946197	0.00927643784787	0.00231910946197	0.00371057513915	0.00324675324675	0.00139146567718	0.00417439703154	0.0102040816327	0.00602968460111	0.00927643784787	0.000463821892393	0.00788497217069	0.00278293135436	0.00278293135436	0.00185528756957	0.00278293135436	0.000463821892393	0.00139146567718	0.00139146567718	0.00278293135436	0.00463821892393
SFrancL_3	0.010667903525	0.025974025974	0.0134508348794	0.0111317254174	0.0329313543599	0.0241187384045	0.0134508348794	0.00371057513915	0.00881261595547	0.00231910946197	0.00927643784787	0.0069573283859	0.00139146567718	0.0125231910946	0.00556586270872	0.00371057513915	0.000463821892393	0.00788497217069	0.00510204081633	0.00974025974026	0.00649350649351	0.00324675324675	0.00371057513915	0.00556586270872	0.00602968460111	0.000463821892393	0.00881261595547	0.0102040816327	0.00324675324675	0.00510204081633	0.00649350649351	0.00278293135436	0.00881261595547	0.00371057513915	0.00510204081633	0.00324675324675	0.0102040816327	0.00788497217069	0.00463821892393	0.00417439703154	0.00742115027829	0.00139146567718	0.00231910946197	0.000927643784787	0.0	0.00649350649351	0.00185528756957	0.00139146567718	0.00185528756957	0.00231910946197
SFrancL_4	0.0115955473098	0.0194805194805	0.0199443413729	0.0115955473098	0.0287569573284	0.0245825602968	0.0134508348794	0.00881261595547	0.00788497217069	0.00881261595547	0.00974025974026	0.00834879406308	0.00417439703154	0.012987012987	0.0162337662338	0.00742115027829	0.00185528756957	0.00417439703154	0.00927643784787	0.0069573283859	0.00649350649351	0.00139146567718	0.00231910946197	0.00649350649351	0.00788497217069	0.000927643784787	0.00974025974026	0.00788497217069	0.00417439703154	0.00463821892393	0.0115955473098	0.00602968460111	0.00510204081633	0.00371057513915	0.0069573283859	0.00278293135436	0.00881261595547	0.00556586270872	0.00278293135436	0.00139146567718	0.00371057513915	0.00185528756957	0.00231910946197	0.00231910946197	0.00185528756957	0.00371057513915	0.00278293135436	0.000927643784787	0.000927643784787	0.00417439703154
SpH3_1	0.109925788497	0.0204081632653	0.0139146567718	0.010667903525	0.0115955473098	0.0162337662338	0.00649350649351	0.00788497217069	0.0115955473098	0.0069573283859	0.00139146567718	0.00417439703154	0.00231910946197	0.000927643784787	0.00417439703154	0.00185528756957	0.0120593692022	0.00324675324675	0.00834879406308	0.00324675324675	0.010667903525	0.00185528756957	0.000927643784787	0.00278293135436	0.00417439703154	0.0361781076067	0.00139146567718	0.00417439703154	0.00556586270872	0.00602968460111	0.00556586270872	0.000463821892393	0.00139146567718	0.00417439703154	0.00417439703154	0.00324675324675	0.00417439703154	0.00371057513915	0.00278293135436	0.00231910946197	0.00185528756957	0.00417439703154	0.00231910946197	0.00278293135436	0.00324675324675	0.00371057513915	0.00231910946197	0.00788497217069	0.00324675324675	0.000463821892393
SpH3_2	0.028293135436	0.0227272727273	0.0148423005566	0.0120593692022	0.0185528756957	0.0115955473098	0.0102040816327	0.00974025974026	0.0102040816327	0.00556586270872	0.00463821892393	0.00742115027829	0.00185528756957	0.0111317254174	0.0069573283859	0.00556586270872	0.00324675324675	0.00649350649351	0.00417439703154	0.00881261595547	0.00463821892393	0.00510204081633	0.00324675324675	0.00371057513915	0.00556586270872	0.00324675324675	0.00556586270872	0.00556586270872	0.00139146567718	0.00463821892393	0.00185528756957	0.000927643784787	0.00742115027829	0.00417439703154	0.00278293135436	0.00602968460111	0.00278293135436	0.00463821892393	0.00417439703154	0.00463821892393	0.00556586270872	0.00324675324675	0.00139146567718	0.00324675324675	0.00139146567718	0.00231910946197	0.00510204081633	0.00278293135436	0.00556586270872	0.00324675324675
SpH3_3	0.0371057513915	0.0273654916512	0.0222634508349	0.012987012987	0.015306122449	0.0111317254174	0.0143784786642	0.00788497217069	0.0143784786642	0.00649350649351	0.00834879406308	0.0111317254174	0.00463821892393	0.00927643784787	0.0069573283859	0.00371057513915	0.00278293135436	0.00510204081633	0.00417439703154	0.00649350649351	0.0111317254174	0.0069573283859	0.00278293135436	0.00278293135436	0.00742115027829	0.00556586270872	0.00510204081633	0.00417439703154	0.00788497217069	0.00371057513915	0.00881261595547	0.00463821892393	0.00417439703154	0.00371057513915	0.00510204081633	0.00417439703154	0.00231910946197	0.00417439703154	0.00371057513915	0.00649350649351	0.00602968460111	0.00139146567718	0.00139146567718	0.00510204081633	0.00139146567718	0.00371057513915	0.00231910946197	0.00231910946197	0.00139146567718	0.00231910946197
SpH3_4	0.0394248608534	0.025974025974	0.0222634508349	0.00881261595547	0.0171614100186	0.010667903525	0.00974025974026	0.0115955473098	0.0069573283859	0.00881261595547	0.0102040816327	0.0111317254174	0.00278293135436	0.00742115027829	0.0111317254174	0.00463821892393	0.00278293135436	0.00834879406308	0.00324675324675	0.00881261595547	0.00556586270872	0.00510204081633	0.00463821892393	0.00788497217069	0.00463821892393	0.00974025974026	0.00371057513915	0.00974025974026	0.00556586270872	0.00602968460111	0.00742115027829	0.00324675324675	0.00649350649351	0.00324675324675	0.00231910946197	0.00371057513915	0.00371057513915	0.00463821892393	0.00371057513915	0.00742115027829	0.00556586270872	0.00278293135436	0.00139146567718	0.00231910946197	0.00139146567718	0.0069573283859	0.00649350649351	0.00324675324675	0.00463821892393	0.00556586270872
SpH3_5	0.0264378478664	0.0250463821892	0.012987012987	0.00788497217069	0.0190166975881	0.0115955473098	0.0120593692022	0.00927643784787	0.00788497217069	0.00927643784787	0.00417439703154	0.00881261595547	0.00371057513915	0.0102040816327	0.0125231910946	0.00417439703154	0.00231910946197	0.00463821892393	0.00556586270872	0.00556586270872	0.00742115027829	0.00463821892393	0.00463821892393	0.0139146567718	0.00371057513915	0.00834879406308	0.00510204081633	0.00602968460111	0.00278293135436	0.00556586270872	0.00788497217069	0.000463821892393	0.00510204081633	0.00371057513915	0.00371057513915	0.00556586270872	0.00649350649351	0.00602968460111	0.00278293135436	0.00417439703154	0.00602968460111	0.00139146567718	0.0	0.00510204081633	0.00139146567718	0.00371057513915	0.00463821892393	0.0	0.00510204081633	0.00463821892393
SpH3_6	0.0556586270872	0.0190166975881	0.025974025974	0.0115955473098	0.0143784786642	0.012987012987	0.00881261595547	0.00742115027829	0.00974025974026	0.00463821892393	0.00556586270872	0.0102040816327	0.00510204081633	0.00510204081633	0.0102040816327	0.00510204081633	0.00324675324675	0.00788497217069	0.00371057513915	0.00927643784787	0.0069573283859	0.00556586270872	0.00510204081633	0.00649350649351	0.0069573283859	0.0115955473098	0.00278293135436	0.00556586270872	0.00556586270872	0.00602968460111	0.00649350649351	0.00417439703154	0.00602968460111	0.00278293135436	0.00185528756957	0.00324675324675	0.00278293135436	0.00324675324675	0.00231910946197	0.00371057513915	0.00278293135436	0.00324675324675	0.00139146567718	0.00324675324675	0.00185528756957	0.00649350649351	0.00278293135436	0.00510204081633	0.00231910946197	0.00278293135436
SpH3_7	0.0510204081633	0.0222634508349	0.0245825602968	0.0139146567718	0.0180890538033	0.010667903525	0.0125231910946	0.00927643784787	0.010667903525	0.00417439703154	0.00510204081633	0.00834879406308	0.00417439703154	0.00649350649351	0.0143784786642	0.00139146567718	0.00649350649351	0.0102040816327	0.00649350649351	0.00556586270872	0.00742115027829	0.00602968460111	0.00278293135436	0.00556586270872	0.00417439703154	0.00834879406308	0.00602968460111	0.00231910946197	0.00231910946197	0.00278293135436	0.00556586270872	0.00324675324675	0.00324675324675	0.00463821892393	0.00371057513915	0.00974025974026	0.000927643784787	0.00556586270872	0.00278293135436	0.00602968460111	0.00788497217069	0.00185528756957	0.0	0.00324675324675	0.00231910946197	0.00231910946197	0.000463821892393	0.000463821892393	0.00510204081633	0.00417439703154
SpH3_8	0.0482374768089	0.028293135436	0.0222634508349	0.0176252319109	0.0166975881262	0.00927643784787	0.0120593692022	0.00974025974026	0.012987012987	0.00788497217069	0.0069573283859	0.00974025974026	0.00231910946197	0.00834879406308	0.00974025974026	0.00324675324675	0.00742115027829	0.0069573283859	0.00417439703154	0.0069573283859	0.00788497217069	0.00556586270872	0.00324675324675	0.00602968460111	0.00649350649351	0.00649350649351	0.00231910946197	0.00556586270872	0.00556586270872	0.00231910946197	0.00881261595547	0.00324675324675	0.00417439703154	0.00602968460111	0.00371057513915	0.00556586270872	0.00278293135436	0.00742115027829	0.00231910946197	0.00231910946197	0.00463821892393	0.00463821892393	0.000927643784787	0.00324675324675	0.000927643784787	0.00463821892393	0.00371057513915	0.00278293135436	0.00185528756957	0.00139146567718
SpH3_9	0.0737476808905	0.0273654916512	0.0287569573284	0.0139146567718	0.0143784786642	0.0125231910946	0.00742115027829	0.00881261595547	0.00788497217069	0.00927643784787	0.00881261595547	0.0120593692022	0.00324675324675	0.00556586270872	0.00556586270872	0.00371057513915	0.00742115027829	0.00788497217069	0.00649350649351	0.00602968460111	0.00510204081633	0.00278293135436	0.00371057513915	0.00556586270872	0.00510204081633	0.00742115027829	0.00371057513915	0.00417439703154	0.00371057513915	0.000927643784787	0.00649350649351	0.00556586270872	0.00463821892393	0.00371057513915	0.00231910946197	0.00556586270872	0.00371057513915	0.00463821892393	0.000463821892393	0.00463821892393	0.0069573283859	0.00417439703154	0.00139146567718	0.00371057513915	0.00278293135436	0.00278293135436	0.00324675324675	0.00742115027829	0.00371057513915	0.00463821892393
SpH3_10	0.0960111317254	0.0222634508349	0.0176252319109	0.015306122449	0.0139146567718	0.0134508348794	0.00556586270872	0.00834879406308	0.00834879406308	0.0102040816327	0.00556586270872	0.00834879406308	0.00185528756957	0.00602968460111	0.00556586270872	0.00231910946197	0.00556586270872	0.00649350649351	0.00788497217069	0.0069573283859	0.00231910946197	0.00510204081633	0.00510204081633	0.00602968460111	0.00278293135436	0.00974025974026	0.00324675324675	0.00510204081633	0.00602968460111	0.00463821892393	0.00649350649351	0.00231910946197	0.00371057513915	0.00278293135436	0.00417439703154	0.00556586270872	0.00649350649351	0.00834879406308	0.000927643784787	0.00371057513915	0.00556586270872	0.00231910946197	0.000927643784787	0.00324675324675	0.0	0.00510204081633	0.00417439703154	0.00278293135436	0.00139146567718	0.00371057513915
SpH3_11	0.0839517625232	0.0217996289425	0.030612244898	0.0143784786642	0.0176252319109	0.015306122449	0.00788497217069	0.0115955473098	0.00834879406308	0.010667903525	0.00649350649351	0.00788497217069	0.00324675324675	0.0069573283859	0.00602968460111	0.00463821892393	0.00463821892393	0.00556586270872	0.0111317254174	0.00510204081633	0.00742115027829	0.00371057513915	0.00278293135436	0.00556586270872	0.00371057513915	0.00881261595547	0.00324675324675	0.00510204081633	0.00463821892393	0.00231910946197	0.00463821892393	0.00417439703154	0.00463821892393	0.00278293135436	0.00371057513915	0.00324675324675	0.00463821892393	0.00742115027829	0.00139146567718	0.00324675324675	0.00417439703154	0.00417439703154	0.0	0.00463821892393	0.00371057513915	0.00649350649351	0.00324675324675	0.00371057513915	0.00231910946197	0.00185528756957
SpH3_12	0.0811688311688	0.0190166975881	0.0227272727273	0.0120593692022	0.0111317254174	0.012987012987	0.00927643784787	0.00927643784787	0.0120593692022	0.00834879406308	0.00417439703154	0.00927643784787	0.00324675324675	0.00556586270872	0.0125231910946	0.00231910946197	0.00649350649351	0.00602968460111	0.00788497217069	0.00417439703154	0.00556586270872	0.00231910946197	0.00371057513915	0.00602968460111	0.00556586270872	0.00788497217069	0.00324675324675	0.00463821892393	0.00602968460111	0.00463821892393	0.00371057513915	0.00371057513915	0.00556586270872	0.00324675324675	0.00510204081633	0.00371057513915	0.00556586270872	0.00463821892393	0.00278293135436	0.00231910946197	0.00231910946197	0.00139146567718	0.00139146567718	0.0069573283859	0.00602968460111	0.00556586270872	0.0069573283859	0.00463821892393	0.00185528756957	0.00185528756957
SpH3_13	0.0607606679035	0.025974025974	0.0217996289425	0.0199443413729	0.0176252319109	0.012987012987	0.00927643784787	0.0125231910946	0.00974025974026	0.0111317254174	0.00881261595547	0.00881261595547	0.00231910946197	0.00417439703154	0.012987012987	0.00371057513915	0.00881261595547	0.00927643784787	0.00649350649351	0.00556586270872	0.00602968460111	0.00417439703154	0.00278293135436	0.00834879406308	0.00463821892393	0.0115955473098	0.00463821892393	0.00463821892393	0.00324675324675	0.00324675324675	0.00649350649351	0.000927643784787	0.00649350649351	0.00231910946197	0.00649350649351	0.00788497217069	0.00463821892393	0.00463821892393	0.00417439703154	0.00371057513915	0.00371057513915	0.00278293135436	0.000463821892393	0.00185528756957	0.00185528756957	0.00463821892393	0.00185528756957	0.00231910946197	0.00231910946197	0.00371057513915
SpH3_14	0.0255102040816	0.0194805194805	0.0250463821892	0.012987012987	0.0139146567718	0.00788497217069	0.012987012987	0.0115955473098	0.00510204081633	0.0125231910946	0.0148423005566	0.0134508348794	0.00417439703154	0.010667903525	0.0171614100186	0.0069573283859	0.00278293135436	0.00834879406308	0.000927643784787	0.00788497217069	0.00602968460111	0.00417439703154	0.00510204081633	0.00927643784787	0.00834879406308	0.00231910946197	0.00463821892393	0.00278293135436	0.00649350649351	0.00185528756957	0.0120593692022	0.00417439703154	0.00974025974026	0.00463821892393	0.00417439703154	0.00556586270872	0.00834879406308	0.00510204081633	0.00324675324675	0.00231910946197	0.00463821892393	0.00231910946197	0.00139146567718	0.00371057513915	0.00324675324675	0.00510204081633	0.00139146567718	0.000463821892393	0.00139146567718	0.000927643784787
dNBloem_1	0.0273654916512	0.0162337662338	0.0115955473098	0.0069573283859	0.012987012987	0.00231910946197	0.012987012987	0.0069573283859	0.00324675324675	0.00371057513915	0.00417439703154	0.000463821892393	0.00881261595547	0.00602968460111	0.00510204081633	0.00556586270872	0.00556586270872	0.00139146567718	0.00185528756957	0.000927643784787	0.00371057513915	0.00510204081633	0.00649350649351	0.0120593692022	0.00278293135436	0.00788497217069	0.00417439703154	0.00185528756957	0.00463821892393	0.00556586270872	0.00371057513915	0.00278293135436	0.00324675324675	0.00371057513915	0.00649350649351	0.00556586270872	0.00278293135436	0.00417439703154	0.00974025974026	0.000927643784787	0.00139146567718	0.00139146567718	0.00463821892393	0.000463821892393	0.00231910946197	0.00139146567718	0.00185528756957	0.00231910946197	0.00510204081633	0.00463821892393
dNBloem_2	0.0217996289425	0.0217996289425	0.00881261595547	0.00974025974026	0.0115955473098	0.00139146567718	0.0111317254174	0.0120593692022	0.00139146567718	0.00742115027829	0.0069573283859	0.00463821892393	0.00742115027829	0.00602968460111	0.00649350649351	0.0069573283859	0.000927643784787	0.00231910946197	0.0	0.00371057513915	0.00371057513915	0.00649350649351	0.00463821892393	0.00510204081633	0.00371057513915	0.00556586270872	0.000927643784787	0.00417439703154	0.00371057513915	0.00602968460111	0.00463821892393	0.00417439703154	0.00278293135436	0.00510204081633	0.0069573283859	0.00510204081633	0.000927643784787	0.00231910946197	0.00834879406308	0.00278293135436	0.00231910946197	0.00185528756957	0.00417439703154	0.000463821892393	0.00185528756957	0.00185528756957	0.0	0.000463821892393	0.00139146567718	0.00881261595547
dNBloem_3	0.0264378478664	0.028293135436	0.00556586270872	0.010667903525	0.012987012987	0.00371057513915	0.00881261595547	0.00556586270872	0.00417439703154	0.00324675324675	0.012987012987	0.00278293135436	0.00556586270872	0.00324675324675	0.00556586270872	0.00649350649351	0.00231910946197	0.00602968460111	0.000463821892393	0.00185528756957	0.00371057513915	0.00788497217069	0.00602968460111	0.0069573283859	0.00463821892393	0.00371057513915	0.00185528756957	0.00185528756957	0.00139146567718	0.00417439703154	0.00510204081633	0.00417439703154	0.00139146567718	0.00510204081633	0.00278293135436	0.00510204081633	0.00324675324675	0.00417439703154	0.010667903525	0.00139146567718	0.00324675324675	0.00417439703154	0.00231910946197	0.00231910946197	0.00371057513915	0.00139146567718	0.00185528756957	0.00231910946197	0.000463821892393	0.0171614100186
dNBloem_4	0.0171614100186	0.0222634508349	0.00510204081633	0.00602968460111	0.0111317254174	0.00417439703154	0.00324675324675	0.015306122449	0.00463821892393	0.00974025974026	0.010667903525	0.00139146567718	0.00974025974026	0.00742115027829	0.00602968460111	0.00185528756957	0.00371057513915	0.00463821892393	0.000927643784787	0.000927643784787	0.00231910946197	0.00463821892393	0.00602968460111	0.00510204081633	0.00139146567718	0.00371057513915	0.00231910946197	0.00231910946197	0.00231910946197	0.00510204081633	0.00417439703154	0.00278293135436	0.00324675324675	0.00788497217069	0.00185528756957	0.00417439703154	0.00231910946197	0.00371057513915	0.00927643784787	0.000927643784787	0.00185528756957	0.00371057513915	0.00510204081633	0.0	0.00139146567718	0.000927643784787	0.00278293135436	0.00185528756957	0.000927643784787	0.0148423005566
dNBloem_5	0.0227272727273	0.0245825602968	0.00510204081633	0.00834879406308	0.0139146567718	0.000463821892393	0.00510204081633	0.00927643784787	0.00834879406308	0.00556586270872	0.00742115027829	0.00324675324675	0.00556586270872	0.00510204081633	0.00974025974026	0.00278293135436	0.00556586270872	0.00463821892393	0.0	0.00139146567718	0.00231910946197	0.00417439703154	0.0069573283859	0.0115955473098	0.00510204081633	0.00278293135436	0.00139146567718	0.00324675324675	0.00324675324675	0.00324675324675	0.000927643784787	0.00510204081633	0.00649350649351	0.00788497217069	0.00834879406308	0.00463821892393	0.00185528756957	0.000463821892393	0.00510204081633	0.00139146567718	0.00185528756957	0.00231910946197	0.00649350649351	0.000927643784787	0.00231910946197	0.00185528756957	0.000927643784787	0.00185528756957	0.00231910946197	0.0171614100186
dNBloem_6	0.0278293135436	0.0166975881262	0.0120593692022	0.0180890538033	0.0171614100186	0.00417439703154	0.00556586270872	0.00742115027829	0.00324675324675	0.00649350649351	0.00788497217069	0.00463821892393	0.010667903525	0.00510204081633	0.00602968460111	0.00371057513915	0.00510204081633	0.00278293135436	0.000463821892393	0.00324675324675	0.00463821892393	0.00324675324675	0.00788497217069	0.00510204081633	0.00371057513915	0.000927643784787	0.00324675324675	0.00185528756957	0.00417439703154	0.00417439703154	0.00278293135436	0.00556586270872	0.00417439703154	0.00834879406308	0.00185528756957	0.00510204081633	0.00324675324675	0.000927643784787	0.00556586270872	0.00139146567718	0.00185528756957	0.000927643784787	0.00324675324675	0.000927643784787	0.000927643784787	0.000927643784787	0.00324675324675	0.00371057513915	0.000927643784787	0.0204081632653
dNBloem_7	0.0333951762523	0.0241187384045	0.00834879406308	0.0333951762523	0.0180890538033	0.000463821892393	0.000463821892393	0.00742115027829	0.00463821892393	0.00231910946197	0.00371057513915	0.0115955473098	0.00463821892393	0.00974025974026	0.00927643784787	0.0102040816327	0.00417439703154	0.00278293135436	0.0	0.00231910946197	0.00278293135436	0.00371057513915	0.0208719851577	0.000927643784787	0.00324675324675	0.00231910946197	0.000463821892393	0.0	0.00231910946197	0.00139146567718	0.00139146567718	0.00510204081633	0.00510204081633	0.00649350649351	0.00139146567718	0.00788497217069	0.00649350649351	0.00742115027829	0.00602968460111	0.000463821892393	0.00185528756957	0.000463821892393	0.00602968460111	0.00324675324675	0.000927643784787	0.000463821892393	0.000927643784787	0.0069573283859	0.00185528756957	0.0148423005566
