"Gratian0_1" "Gratian0_2" "Gratian0_3" "Gratian1_1" "Gratian1_2" "Gratian1_3" "Gratian1_4" "Gratian1_5" "Gratian1_6" "Gratian1_7" "Gratian1_8" "Gratian1_9" "Gratian1_10" "Gratian1_11" "Gratian1_12" "Gratian1_13" "Gratian1_14" "Gratian1_15" "Gratian1_16" "Gratian1_17" "Gratian1_18" "Gratian1_19" "Gratian1_20" "Gratian1_21" "Gratian1_22" "Gratian1_23" "Gratian1_24" "Gratian1_25" "Gratian1_26" "Gratian1_27" "Gratian1_28" "Gratian1_29" "Gratian1_30" "Gratian1_31" "Gratian1_32" "Gratian1_33" "Gratian1_34" "Gratian1_35" "Gratian1_36" "Gratian1_37" "Gratian1_38" "Gratian1_39" "Gratian1_40" "Gratian1_41" "Gratian1_42" "Gratian1_43" "Gratian1_44" "Gratian1_45" "Gratian1_46" "Gratian2_1" "Gratian2_2" "Gratian2_3" "Gratian2_4" "Gratian2_5" "Gratian2_6" "Gratian2_7" "Gratian2_8" "Gratian2_9" "Gratian2_10" "Gratian2_11"
"licet" 0 0 0.0833333333333333 0 0 0.0833333333333333 0.25 0 0 0.166666666666667 0 0 0.416666666666667 0.0833333333333333 0.333333333333333 0.25 0 0 0.416666666666667 0.0833333333333333 0.166666666666667 0.166666666666667 0.25 0.25 0.166666666666667 0.583333333333333 0.5 0.166666666666667 0.166666666666667 0.25 0.333333333333333 0.333333333333333 0.166666666666667 0.0833333333333333 0.0833333333333333 0 0.25 0.0833333333333333 0.25 0.0833333333333333 0.0833333333333333 0 0.25 0.166666666666667 0.25 0.0833333333333333 0.166666666666667 0.333333333333333 0.25 0.166666666666667 0.25 0.0833333333333333 0.25 0 0.166666666666667 0.25 0.166666666666667 0.25 0.666666666666667 0.0833333333333333
"post" 0.416666666666667 0.0833333333333333 0.666666666666667 0.25 0.166666666666667 0.666666666666667 0.5 0 0.416666666666667 0.666666666666667 0 0.166666666666667 0 0.166666666666667 0 0.0833333333333333 0 0.0833333333333333 0.583333333333333 0 0 0.25 0 0.166666666666667 0 0.0833333333333333 0.0833333333333333 0.0833333333333333 0.0833333333333333 0 0.25 0.0833333333333333 0 0.25 0 0.0833333333333333 0 0 0 0.166666666666667 0 0.0833333333333333 0.166666666666667 0 0.25 0.416666666666667 0.166666666666667 0.416666666666667 0.416666666666667 0.333333333333333 0.166666666666667 0.166666666666667 0.0833333333333333 0.166666666666667 0 0 0 0.25 0 0.0833333333333333
"sine" 0.416666666666667 0.25 0.0833333333333333 0 0.0833333333333333 0.833333333333333 0 0.0833333333333333 0.166666666666667 0 0 0.166666666666667 0 0.333333333333333 0.0833333333333333 0 0.0833333333333333 0.666666666666667 0.0833333333333333 0.0833333333333333 0.166666666666667 0.0833333333333333 0 0.333333333333333 0.0833333333333333 0.0833333333333333 0 0 0.0833333333333333 0.25 0.0833333333333333 0.25 0 0.333333333333333 0.0833333333333333 0 0.166666666666667 0.25 0.166666666666667 0 0.0833333333333333 0.0833333333333333 0.333333333333333 0.333333333333333 0.166666666666667 0.0833333333333333 0.25 0.583333333333333 0.0833333333333333 0.0833333333333333 0.333333333333333 0.25 0.0833333333333333 0.0833333333333333 0.166666666666667 0 0.0833333333333333 0.25 0.0833333333333333 0.166666666666667
"aut" 0 0.0833333333333333 0 0 0 0.166666666666667 0.0833333333333333 0.333333333333333 0.0833333333333333 0.5 0 0.166666666666667 0.0833333333333333 0 0.0833333333333333 0.166666666666667 0 0.333333333333333 0 0 0 0.166666666666667 0.333333333333333 0 0.0833333333333333 0 0.0833333333333333 0.333333333333333 0.25 0.333333333333333 0.166666666666667 0 0.166666666666667 0.166666666666667 0.0833333333333333 0 0.0833333333333333 0.0833333333333333 0.416666666666667 0.333333333333333 0 0.166666666666667 0.333333333333333 0.5 0.166666666666667 0 0.0833333333333333 0.0833333333333333 0 0.833333333333333 0 0.0833333333333333 0.416666666666667 0.333333333333333 0.25 0 0 0 0.583333333333333 0.25
"contra" 0 0.166666666666667 0 0.0833333333333333 0.0833333333333333 0.166666666666667 0.0833333333333333 0.0833333333333333 0 0 0.0833333333333333 0.166666666666667 0.166666666666667 0.166666666666667 0.0833333333333333 0 0.0833333333333333 0.0833333333333333 0.166666666666667 0.166666666666667 0 0 0.0833333333333333 0.25 0.166666666666667 0 0.166666666666667 0.0833333333333333 0.166666666666667 0.0833333333333333 0.0833333333333333 0 0.166666666666667 0.25 0.0833333333333333 0 0.666666666666667 0.166666666666667 0.25 0.25 0.833333333333333 0 0.25 0.25 0 0.166666666666667 0.166666666666667 0.166666666666667 0.0833333333333333 0.166666666666667 0.333333333333333 0.166666666666667 0.416666666666667 0.0833333333333333 0.0833333333333333 0.0833333333333333 0.25 0.25 0.166666666666667 0.333333333333333
"siue" 0.166666666666667 0 0.166666666666667 0.333333333333333 0.0833333333333333 0.25 0.0833333333333333 0.166666666666667 0 0 0 0.0833333333333333 0 0 0.166666666666667 0 0.0833333333333333 0.166666666666667 0.0833333333333333 0 0 0.166666666666667 0 0 0.25 0.25 0.0833333333333333 0.5 0 0.25 0.25 0 0 0 0.166666666666667 0 0 0 0.0833333333333333 0.166666666666667 0.25 0.166666666666667 0 0 0.166666666666667 0.166666666666667 0.166666666666667 0.25 0.0833333333333333 0.166666666666667 0 0 0.166666666666667 0.416666666666667 0.416666666666667 0.166666666666667 0 0.75 0.0833333333333333 0.583333333333333
"inter" 0 0 0.416666666666667 0.25 0.583333333333333 0.0833333333333333 0.0833333333333333 0.166666666666667 0.166666666666667 0 0.0833333333333333 0.25 0 0 0.166666666666667 0.0833333333333333 0.166666666666667 0 0.0833333333333333 0.166666666666667 0 0.0833333333333333 0.166666666666667 0.25 0 0 0 0 0.0833333333333333 0.0833333333333333 0.25 0 0.0833333333333333 0 0 0 0 0 0 0.25 0 0.166666666666667 0.833333333333333 0.916666666666667 0.25 0.25 0 0.0833333333333333 0.166666666666667 0 0.0833333333333333 0.166666666666667 0 0 0.166666666666667 0.166666666666667 0.0833333333333333 0.0833333333333333 0.166666666666667 0.25
"ne" 0 0 0 0.0833333333333333 0 0 0.25 0.333333333333333 0.333333333333333 0 0 0.333333333333333 0.0833333333333333 0 0.416666666666667 0.0833333333333333 0.0833333333333333 0.0833333333333333 0 0.0833333333333333 0.0833333333333333 0 0 0.166666666666667 0.25 0.166666666666667 0.25 0 0 0.0833333333333333 0.25 0.25 0.25 0.25 0.166666666666667 0 0.0833333333333333 0.333333333333333 0.0833333333333333 0 0.0833333333333333 0.166666666666667 0 0 0 0.0833333333333333 0.25 0 0.25 0.25 0.166666666666667 0.166666666666667 0 0.0833333333333333 0.416666666666667 0.333333333333333 0.0833333333333333 0.0833333333333333 0.166666666666667 0.0833333333333333
"quoque" 0.0833333333333333 0.0833333333333333 0 0 0 0.0833333333333333 0.0833333333333333 0.333333333333333 0.166666666666667 0.166666666666667 0.0833333333333333 0.416666666666667 0.0833333333333333 0 0 0.416666666666667 0.25 0.25 0.0833333333333333 0 0 0 0 0 0 0 0 0 0.0833333333333333 0.166666666666667 0 0 0 0.0833333333333333 0 0.0833333333333333 0.25 0.25 0 0.25 0.333333333333333 0 0 0 0 0.0833333333333333 0.166666666666667 0.166666666666667 0.0833333333333333 0.333333333333333 0.666666666666667 0.333333333333333 0.0833333333333333 0.0833333333333333 0 0.25 0.416666666666667 0 0.5 0.166666666666667
"super" 0 0 0 0 0.0833333333333333 0.0833333333333333 0.25 0.166666666666667 0 0 0 0 0.166666666666667 0.0833333333333333 0.0833333333333333 0 0.166666666666667 0 0.0833333333333333 0.25 0 0.0833333333333333 0 0.0833333333333333 0.416666666666667 0 0 0 0.166666666666667 0.0833333333333333 0 0.0833333333333333 0.0833333333333333 0.416666666666667 0.0833333333333333 0.416666666666667 0 0 0.166666666666667 0.333333333333333 0.333333333333333 0.0833333333333333 0.25 0.0833333333333333 0.0833333333333333 0.25 0.25 0.0833333333333333 0 0.333333333333333 0 0.0833333333333333 0.166666666666667 0 0 0.333333333333333 0.0833333333333333 0.0833333333333333 0.0833333333333333 0.166666666666667
"ante" 0.333333333333333 0.333333333333333 0.0833333333333333 0 0.0833333333333333 0.5 0.166666666666667 0 0.0833333333333333 0.166666666666667 0.0833333333333333 0.0833333333333333 0.0833333333333333 0.0833333333333333 0 0.25 0 0.0833333333333333 0.166666666666667 0 0 0.166666666666667 0 0.583333333333333 0.333333333333333 0.0833333333333333 0 0 0 0 0 0.0833333333333333 0.0833333333333333 0 0 0 0 0 0 0 0.0833333333333333 0.166666666666667 0.0833333333333333 0.0833333333333333 0.25 0.0833333333333333 0 0.0833333333333333 0.0833333333333333 0.25 0.166666666666667 0.25 0.166666666666667 0.166666666666667 0.416666666666667 0.0833333333333333 0.0833333333333333 0 0.0833333333333333 0
"atque" 0.0833333333333333 0 0.166666666666667 0.166666666666667 0.25 0 0 0 0.166666666666667 0.0833333333333333 0.416666666666667 0.25 0.166666666666667 0 0 0 0 0.0833333333333333 0.0833333333333333 0 0.0833333333333333 0.0833333333333333 0.5 0.166666666666667 0.0833333333333333 0 0.166666666666667 0 0.0833333333333333 0 0 0.166666666666667 0 0.0833333333333333 0 0 0 0.166666666666667 0.583333333333333 0 0 0.166666666666667 0 0 0.166666666666667 0.25 0.0833333333333333 0.0833333333333333 0.416666666666667 0 0.0833333333333333 0.0833333333333333 0 0.166666666666667 0.25 0.0833333333333333 0.333333333333333 0.0833333333333333 0 0.0833333333333333
"ideo" 0.0833333333333333 0 0 0.166666666666667 0.0833333333333333 0 0 0 0.0833333333333333 0.166666666666667 0 0.0833333333333333 0.166666666666667 0.0833333333333333 0.583333333333333 0.0833333333333333 0 0.166666666666667 0.166666666666667 0 0 0.166666666666667 0.0833333333333333 0 0 0.0833333333333333 0.166666666666667 0.0833333333333333 0.166666666666667 0 0.0833333333333333 0 0 0.416666666666667 0 0 0.166666666666667 0.0833333333333333 0.0833333333333333 0.0833333333333333 0 0.0833333333333333 0 0.25 0 0.25 0.25 0.0833333333333333 0.166666666666667 0 0.166666666666667 0 0 0.0833333333333333 0 0 0.0833333333333333 0.166666666666667 0.0833333333333333 0.25
"dum" 0 0.0833333333333333 0.25 0 0.0833333333333333 0.0833333333333333 0.0833333333333333 0.25 0.0833333333333333 0.0833333333333333 0 0 0 0.0833333333333333 0 0.0833333333333333 0 0.0833333333333333 0 0.333333333333333 0.0833333333333333 0.333333333333333 0.166666666666667 0 0 0.0833333333333333 0 0 0.0833333333333333 0.0833333333333333 0.0833333333333333 0.0833333333333333 0.166666666666667 0.25 0 0.166666666666667 0 0.0833333333333333 0 0 0.0833333333333333 0.0833333333333333 0 0.0833333333333333 0 0.25 0 0.25 0.0833333333333333 0.25 0.0833333333333333 0.166666666666667 0 0.25 0.166666666666667 0.166666666666667 0 0 0 0.25
"ecce" 0 0 0 0.0833333333333333 0 0.25 0.333333333333333 0.166666666666667 0.166666666666667 0.25 0 0 0 0.333333333333333 0.0833333333333333 0.0833333333333333 0.166666666666667 0.0833333333333333 0.0833333333333333 0.0833333333333333 0.25 0.0833333333333333 0.25 0 0 0.0833333333333333 0 0.0833333333333333 0.166666666666667 0.333333333333333 0.25 0 0.25 0 0 0.25 0 0.0833333333333333 0 0 0 0.166666666666667 0.333333333333333 0 0 0.0833333333333333 0.166666666666667 0.0833333333333333 0.0833333333333333 0 0 0 0 0 0.0833333333333333 0.0833333333333333 0 0 0 0.0833333333333333
"propter" 0 0 0.0833333333333333 0.0833333333333333 0 0 0.0833333333333333 0 0 0.0833333333333333 0.166666666666667 0.166666666666667 0 0.416666666666667 0 0 0.0833333333333333 0.0833333333333333 0 0 0 0 0 0 0.166666666666667 0 0 0 0.166666666666667 0.0833333333333333 0 0 0.0833333333333333 0.166666666666667 0.0833333333333333 0 0.166666666666667 0.166666666666667 0 0.0833333333333333 0.0833333333333333 0 0 0.333333333333333 0 0.0833333333333333 1.08333333333333 0.333333333333333 0.0833333333333333 0 0.0833333333333333 0 0.0833333333333333 0.0833333333333333 0.25 0.0833333333333333 0.0833333333333333 0.0833333333333333 0.0833333333333333 0
"apud" 0.0833333333333333 0.25 0.166666666666667 0.166666666666667 0 0 0.0833333333333333 0.0833333333333333 0.0833333333333333 0 0 0 0.166666666666667 0 0.0833333333333333 0 0 0 0.0833333333333333 0 0 0 0.0833333333333333 0.0833333333333333 0.666666666666667 0 0.416666666666667 0 0.25 0.0833333333333333 0.0833333333333333 0 0 0 0.0833333333333333 0.0833333333333333 0.0833333333333333 0.0833333333333333 0 0.0833333333333333 0.0833333333333333 0.0833333333333333 0 0.25 0.0833333333333333 0.0833333333333333 0 0.0833333333333333 0.0833333333333333 0 0.0833333333333333 0 0 0.166666666666667 0.0833333333333333 0.0833333333333333 0.0833333333333333 0 0.0833333333333333 0.5
"supra" 0 0 0 0.25 0.25 0.166666666666667 0 0 0 0.416666666666667 0 0.416666666666667 0.333333333333333 0.0833333333333333 0.0833333333333333 0.0833333333333333 0.25 0 0 0.0833333333333333 0 0 0.0833333333333333 0.166666666666667 0.0833333333333333 0 0 0.0833333333333333 0 0 0 0 0.0833333333333333 0.166666666666667 0.0833333333333333 0 0 0 0 0 0.166666666666667 0.0833333333333333 0 0.0833333333333333 0 0 0 0.166666666666667 0.0833333333333333 0.166666666666667 0 0.25 0.0833333333333333 0.0833333333333333 0 0.333333333333333 0 0.166666666666667 0.0833333333333333 0
"postea" 0.0833333333333333 0.0833333333333333 0.25 0.0833333333333333 0.25 0.166666666666667 0.833333333333333 0.166666666666667 0.166666666666667 0.0833333333333333 0 0 0 0 0 0 0.0833333333333333 0 0.25 0 0 0 0 0.166666666666667 0.0833333333333333 0 0 0 0 0 0.0833333333333333 0 0 0 0 0 0.0833333333333333 0 0 0.0833333333333333 0 0.0833333333333333 0.0833333333333333 0.0833333333333333 0.25 0.25 0.0833333333333333 0 0.0833333333333333 0.0833333333333333 0.0833333333333333 0 0.0833333333333333 0.0833333333333333 0 0 0.0833333333333333 0 0 0
"tunc" 0 0 0 0 0 0 0.0833333333333333 0 0 0.0833333333333333 0.0833333333333333 0 0 0.0833333333333333 0 0 0 0.25 0 0 0.333333333333333 0.0833333333333333 0.25 0.166666666666667 0.166666666666667 0.0833333333333333 0 0 0 0 0.0833333333333333 0.25 0.0833333333333333 0.166666666666667 0.0833333333333333 0.0833333333333333 0.0833333333333333 0 0.0833333333333333 0 0.0833333333333333 0.25 0.5 0.0833333333333333 0.166666666666667 0 0 0 0 0 0.0833333333333333 0 0 0.0833333333333333 0.166666666666667 0.25 0 0 0.0833333333333333 0
